地名id,地名,繁体地名,别名,地名类别,景观类型,地理位置,朝代,时期,经度,纬度,相关作品,相关人物,相关地点,相关事件,地名描述
15,大江,大江,长江,水体,景观描述,长江,六朝,六朝,118.7272,32.1047,,方山,秦淮、金陵、钟山、三山、方山、建康、摄山、长江、方山埭、幕府山、秦淮河、石头城、京城、溧水、白下、华山、淮水、栖霞、孝陵、玄武、雨花台,南京市话剧团首演话剧《大江奔流》、《大江奔流》获“江苏省第二届戏剧节”优秀剧目奖、南京市话剧团参加“纪念中国话剧90周年交流演出”、第八届文华奖评选中《桃花扇》荣获“文华新剧目奖”、《大江奔流》荣获江苏省第三届精神文明建设“五个一工程”入选作品奖、《大江奔流》等获第七届全国精神文明建设“五个一工程”奖,"公元前333年，楚威王灭越，尽占吴国故地，在今清凉山（亦名石头山）筑城，称金陵邑。至公元211年，吴大帝孙权在诸葛亮、刘备和张纮三人的先后建议下，将政治中心从京口（镇江）迁至秣陵（南京）。第二年，改秣陵为建业，决心在此创立帝王大业，并在金陵邑的故址筑石头城。做为军事要塞的石头城，依山为城，因江为池，十分险要。东晋义熙年间（405-418年），石头城改为砖砌。石头城城周七里一百步，相当于现在的六里左右。南面开有二门，东面开一门，西北因紧临大江，故不设城门。城基是利用清凉山天然石壁。
——《南京明清建筑》"
72,新亭,新亭,,码头/驿站,其他,雨花台区软件大道一带,六朝,六朝,118.7335,31.9774,,萧道成、桓玄、柳元景、谢安,白下、建康、板桥、金陵、台城,“金陵十景”、众多文人题咏金陵胜迹,"简文帝时，炙手可热的桓温掌握着军政大权，曾多次觊觎帝位，都因谢安、王坦之巧妙机智地从中阻遏才未能得逞。简文帝死后，谢安又趁桓温不在建康，拥立司马曜为帝。对此桓温怀恨在心，率领大队人马赶回建康，并指定谢安、王坦之到新亭迎候，这不啻又是一场“鸿门宴”。王坦之惊慌失措求教于谢安。谢安神色自若，坦然地说：“晋室存亡，在此一行。”及见桓温，王坦之汗流浃背，诚惶诚恐，慌乱中竟倒执笏板。谢安则不慌不忙，从容就席，并严肃地对桓温说：“我听说诸侯的职责是守在四方，您为何重兵压境，剑拔弩张呢？”桓温张口结舌，无言以对，只好撤去伏兵。谢安这才与桓温举杯。席间，风卷幕帐，露出了藏于帐后偷听的桓温谋士郗超。谢安见此微微一笑道：“郗生真可谓是入幕之宾啊。”一句话说得郗超羞愧满目，无地自容。桓温也面红耳赤，尴尬万分。桓温知道在道义上是不能压倒谢安的，武力也不能使他屈服。谢安代表了支持晋室的一批世家大族。桓温不敢贸然行动，只好强按怒火，握手言和。晋室凭借着谢安的机智勇敢得以维持。
——《名人与南京》"
111,凤凰台,鳳凰臺,,其他建筑,动植物,长干里西北侧,唐代,唐代,118.767,32.0198,,李白,金陵、白鹭洲、三山、西园、凤台山、京城、瓦官寺、凤游寺、莫愁湖、杏花村、钟山,李白饮酒作诗、吴敬梓作23首《金陵景物图诗》、金陵名胜20景、“金陵十景”、民国版《金陵四十八景图册》与乾隆版48景比较、南京地名源流与文人作品有关,"李白42岁时应诏入长安供奉翰林，不久遭到谗毁，被“赐金放还”，再度漫游各地。747年至750年，他大部分时间住在金陵。754年，与魏万泛舟秦淮，以诗文稿相托，后编为《李翰林集》。有名的《登金陵凤凰台》，“三山半落青天外，二水中分白鹭洲”，已成为千古传诵的佳句。这首诗，大约就是这一时期在南京写的。结尾两句“总为浮云能蔽日，长安不见使人愁”，淋漓尽致地抒发了他政治上受打击后的郁闷心情。
——《名人与南京》"
114,乌衣巷,烏衣巷,,古迹,史实传说与作品,"夫子庙秦淮风光带
",唐代,唐代,118.7856,32.0195,,刘禹锡、谢安,朱雀桥、秦淮、金陵、秦淮河、石坝街、乌衣园、骠骑航、钞库街、夫子庙、建康、文德桥、小石坝街,乌衣巷、“坦腹东床”、南京地名源流与文人作品有关、六朝名胜逸闻轶事、秦淮河两岸地名与文学有关、吴敬梓作23首《金陵景物图诗》,"东晋时由于建康人口激增，工商业区和住宅区都较东吴时有所扩大。原来的长干里和大市等繁华地区已经不敷应用，开始向东面的秦淮河两岸和青溪方向发展。如王、谢等大族所居住的乌衣巷，就位于朱雀航的东面，这处高级住宅区在东吴原是禁卫军中的“乌衣营”所在地。后来，唐代诗人刘禹锡在题为《乌衣巷》的诗篇中写道：“朱雀桥边野草花，乌衣巷口夕阳斜。旧时王谢堂前燕，飞人寻常百姓家。”
——《南京史话上》"
316,京城,京城,,城池,政治军事,明城墙内,明代,明代,,,《金陵古今图考》、《景定建康志》、《明史》,太平、朱元璋、王志、王志高、江总、朱偰、陈沂、洪秀全、刘基,中山、中华门、皇城、长江、金陵、秦淮、护城河、秦淮河、太平门、中山门、金山、雨花台、玄武、通济门、光华门、明故宫、玄武湖、鼓楼、三山、市政府、钟山、水西门、聚宝门、建康、清凉山、幕府山、神策门、挹江门、台城、汉西门、瓮城、仪凤门、应天府、和平门、朝阳门、富贵山、天堡城、金川门、牛首山、栖霞、石头城、汤山、越城、三山门、上元、狮子山、洪武门、东水关、工厂、南门、石城门、武定门、孝陵、中山路、夫子庙、后湖、秣陵、午门、玄武门、鸡鸣寺、清凉门、五台山、白下、江东门、金陵大学、溧水、双桥、兴中门、钟阜门、白鹭洲、报恩寺、大报恩寺、大江、凤凰台、高桥、海陵、红山、虹桥、鸡笼山、集庆、建康路、建设委员会、江宁县、青溪、三山街、双桥门、外交部、御河、半山园、北极阁、兵营、博物院、草场门、承天门、定淮门、东华门、高桥门、建业、聚宝山、龙潭、明故宫遗址、秣陵关、南郊、青龙山、扬州、扬子江、冶城、雨花路、长干里、中路,汤贻汾投池溺亡、天京城内戏曲甚兴、《金陵杂志》统计南京城内戏茶园和戏院、9月南京市博物馆举办“古代文物精品系列展”等、“周怀民先生从艺七十周年回顾展”由京城移至南京展出、南京市举行“中日合作修复南京城墙”开工典礼,京城城墙一反《周礼·考工记》“匠人营国，方九里，营三门”的传统形制，放弃了中国古代都城自汉唐以来取方形或长方形的旧制，而是按照星象布局，根据山川、湖泊、河流的地理形势，从防御的需要因形随势而建，成为中国都城建设史上的特例，为后人所乐道。京城城墙依天上南斗星与北斗星的星宿聚合而建，京城的13座城门分别对应南斗六星和北斗七星的十三颗星。南斗斗勺内为传统民居区（老城南），北斗斗勺内为新建皇城区，两勺柄之间为军屯区，既符合当时的经济条件和民心所向，又保护了南京城最繁华的两大区域，更重要的是道家隐喻在南京城墙建筑语言中的设计思想，秉承帝王皇权“至高无上”、“永为人主”的欲望，体现了设计者“天人合一”与“皇权神受”的思想，是中国礼教制度与自然相结合的典范。——百度百科
21,白鹭洲,白鷺洲,,水体,动植物,水西门外江东门一侧,六朝,六朝,118.7119,32.036,《登金陵凤凰台》,李白,三山、金陵、凤凰台、秦淮、石坝街、东园、夫子庙、鹫峰寺、东花园、莫愁湖、长江、京城、秦淮河、小石坝街、新林浦、建康、江东门,“南京市山水画作品展览”在白鹭洲公园展出、黄裳《金陵杂记》记白鹭洲、秦淮河两岸地名与文学有关、“金陵十景”,删除内容
461,三台,三臺,,衙署,,据《上江两县志》，今址暂不可考,清朝,清朝,,,,,燕子矶,南京市举行游艺大会,"清朝，三台多为文人诗人笔下的借以抒发情感的对象。比如李英曾作《太白楼观萧尺木画壁歌》
《太白楼观萧尺木画壁歌》（节选）
石绳簳
无荆关绘飞瀑，不然道子嘉陵山水图一幅。那知腾掷造化割阴阳，竟有于湖画手萧尺木。
呜呼萧君意气何壮哉，得毋抱此模山范水之雄才。
狂呼谪仙借酒杯，胸中块垒一凭生面开。香炉瀑布，剑阁楼台，齐烟九点，玉女三台，一齐飞落毫端来。
青莲老去山无色，谁与凿破扶舆灵气留遗墨。青天咫尺须弥存，虎啼猿啸峰崭崱。"
19,玄武湖,玄武湖,桑泊; 后湖;元武湖,水体,方位与位置,玄武湖,六朝,六朝,118.7928,32.0745,,太平、蒋山、朱元璋、王安石、张永、萧统,秦淮、钟山、太平门、后湖、秦淮河、鸡笼山、台城、覆舟山、京城、青溪、长江、莫愁湖、护城河、金山、潮沟、鸡鸣寺、金陵、玄武门、建康、中山、鼓楼、前湖、雨花台、华山、九华山、幕府山、北极阁、清凉山、石头城、武庙、和平门、上林苑、燕雀湖、燕子矶、东渠、蒋山、神策门、市政府、运渎、珍珠河、华林园、皇城、狮子山、太平堤、察院、驰道、蒋陵、金川门、牛首山、孝陵、大壮观山、富贵山、鸡鸣埭、建业、栖霞、中山门,南京市政公署令园林管理新修葺中山陵园、南京特举行春游大会、《大东亚战争博览会》、中国电影制片厂迁回南京、南京市军管会文艺处等举办游湖大会、《古典书画、陶瓷展览》等在中山陵、玄武湖展出、南京博物院等在南京玄武湖联合举办《南京六朝墓葬出土文物展览》、前线歌舞团举办“沈亚威作品音乐会”和“独唱音乐会”、“玄武湖之春”在南京人民大会堂开幕、王安石奏请废玄武湖为田、毛老人、庄尚志搬到玄武湖上著书、季刚与友人共游玄武湖、南京新闻文化部门评选“新金陵四十景”、众多文人题咏金陵胜迹,"梁武帝早年缺子，过继萧宏的儿子萧正德作嗣子。后来生了萧统，便立萧统为太子（因其谥号昭明，故称昭明太子）。萧统做了一件对后世文坛影响深远的事，就是组织一批文人编选了《文选》（世称《昭明文选》）30卷。《文选》共收录从先秦到梁初的130位作家的514题重要作品，是我国现存最早的诗文总集，为后人研究这七八百年的文学史保存了重要的资料。古谚云：“《文选》烂，秀才半。”唐宋年间，《文选》成为士人学习诗赋、谋取功名的必读之作。作为一部精粹的文学作品选本，更被人们重视，发展为一门专门的学问——“文选学”。据说，玄武湖中的梁洲就是昭明太子带领文人们编选《文选》的地方。
——《名人与南京》"
103,秣陵,秣陵,,行政区划,愿景,江宁区秣陵街道,唐代,唐代,118.8334,31.8364,《建康实录》、《金陵古今图考》、《景定建康志》,方山、杨郡、陈文述、蒋山、太平、葛亮、张纮,金陵、建业、建康、秦淮、丹阳郡、钟山、江宁县、扬州、方山、石头城、秦淮河、淮水、蒋山、溧水、上元、白下、淳化镇、越城、石头山、集庆、汤山、冶城、京城、板桥、长干里、南郊、栖霞、江宁镇、秦淮水、青溪、应天府、集庆路、江都、蒋陵、聚宝门、太平门、孝陵,江苏省文化事业管理局建立江苏省江宁县图书馆,"春秋长岸，吴楚之交，楚置金陵邑，秦改金陵为秣陵。三国时吴大帝都秣陵，又改秣陵为建业。晋改建康，隋改江宁县，唐代又改名白下。明太祖都白下，又改白下为应天府；永乐迁燕，称燕为北京，称金陵为南京。清初承前明南畿之旧，号曰江南。清衰，洪秀全都此，称天京。杨吴分上元、江宁为二。民国初，废府州厅而一律改县，于是上元、江宁合并为一，仅存江宁县。
——《金陵杂志金陵杂志续集》"
374,秦淮水,秦淮水,淮水；秦淮；秦淮河,水体,史实传说与作品,秦淮河,明代,明代,118.7668,32.0296,,吴敬梓,水亭、秣陵、青溪,,"秦淮八艳
“秦淮八艳”指的是明末清初南京秦淮河上的八个南曲名伎，故又称“金陵八艳”。明朝遗老余澹心在《板桥杂记》中记载为：柳如是、顾横波、马湘兰、陈圆圆、寇白门、卞玉京、李香君、董小宛。台湾郑经生在《董小宛之谜》一文中则将马湘兰换成郑妥娘。王德恒、陈予一合著的《顺治与鄂妃》一书变动较大，它加上了李十娘、龚之路、黄艳秋三人，去掉了马湘兰、寇白门、卞玉京。——《百度百科》"
